amplicon,converged,amplicon_factor,alpha,beta_zero,beta_one,method,mean,variance,gene
AMPL253411,True,0.0006618539291742227,0.5856597513051852,-6.627318496608514,1.0,pearson,156.01356028886633,4483.925199756628,INHBA
AMPL253412,True,0.0001938423254305324,0.5395007876592622,-7.855318304318552,1.0,pearson,161.87959892810122,5328.160325205209,INHBA
AMPL253420,True,0.0010088201138057171,0.6414810668546735,-6.205826654604133,1.0,pearson,149.25815233490928,3760.0309615180076,KMT2C
AMPL253422,True,0.0006131828503937044,0.4015415594668148,-6.703700198192245,1.0,pearson,160.4459832000002,4183.174570602777,KMT2C
AMPL253425,True,0.0011764863340424534,0.4236739307746537,-6.0520757850778955,1.0,pearson,152.426110207808,3370.498092029674,KMT2C
AMPL253455,True,0.0012604709747942044,0.43812028464070724,-5.983122657781494,1.0,pearson,151.40805167314255,3092.8672543116004,TGFBR1
AMPL253456,True,0.0006695262166858312,0.3086190274915681,-6.615793054435103,1.0,pearson,161.22444336954004,3650.7697149528094,TGFBR1
AMPL253469,True,0.0011419815885439848,0.7354636681954072,-6.081843109433936,1.0,pearson,143.9798584148598,3563.441929155449,BMPR1A
AMPL253470,True,0.0017058515516634762,0.3150310383671955,-5.680543668576354,1.0,pearson,152.03392327950905,2326.995366723855,BMPR1A
AMPL253471,True,0.000536455447436273,0.5549936566248168,-6.837379861771075,1.0,pearson,157.44511024371604,4752.29522848629,BMPR1A
AMPL253472,True,0.0004232401786909018,0.7070954122441346,-7.074423561170882,1.0,pearson,155.5083962987202,5379.852452356161,BMPR1A
AMPL253477,True,0.0019156013624285248,0.6040719781921365,-5.56457649770804,1.0,pearson,134.73436474806383,2235.072240844016,BMPR1A
AMPL253490,True,0.0009971127284716529,0.659377616677774,-6.217499546159481,1.0,pearson,149.10815285902933,4309.993125867543,MEN1
AMPL253491,True,0.0009557095870231671,0.693478964999639,-6.2599092897676645,1.0,pearson,150.28476316667962,4217.021080807909,MEN1
AMPL253520,True,0.0003938175450665274,0.6252950032693755,-7.146475658950207,1.0,pearson,158.4030979159751,5491.881734299157,ATM
AMPL253525,True,0.000655086617306178,0.49811006430331145,-6.6375959103499325,1.0,pearson,157.55703307649335,4260.670070516854,KMT2A
AMPL253529,True,0.0002999673726909419,0.8376038334017937,-7.418689666359535,1.0,pearson,155.47564469894812,6134.186290833869,CHD4
AMPL253539,True,0.0002682860835058814,1.0227878518927433,-7.5303094904723755,1.0,pearson,160.3513637448383,6549.015684525969,ARID2
AMPL253540,True,0.0006156766956632455,0.49667915627530657,-6.699641396352524,1.0,pearson,157.62465344819316,4293.198286688061,ARID2
AMPL253541,True,0.0007856069021073674,0.5923194742515275,-6.45590683462445,1.0,pearson,154.1906599311636,4359.626026723633,ARID2
AMPL253549,True,0.0008817380169292864,1.702084057958427,-6.340468398480557,1.0,pearson,145.42495595433545,4429.627709782823,KMT2D
AMPL253550,True,0.0005107396897200453,0.6015420556520059,-6.886503330459452,1.0,pearson,155.20899102957864,4029.1655321066487,KMT2D
AMPL253553,True,0.0014524792617904708,0.44846400589616964,-5.84133616637711,1.0,pearson,150.08211894188756,2990.735621571723,ACVR1B
AMPL253568,True,0.0019955120493607994,0.39989496975159966,-5.523707414667271,1.0,pearson,144.9633083897911,2153.5707895333885,SACS
AMPL253572,True,0.0006429416719327391,0.5504835866505952,-6.6563093696720905,1.0,pearson,156.7269543023523,4723.92959788085,BRCA2
AMPL253573,True,0.0003607063056927726,0.5458580611466479,-7.234299307826813,1.0,pearson,159.81475394654095,5283.18187829839,BRCA2
AMPL253574,True,0.00015534965404240996,0.6922993448353431,-8.076684968523594,1.0,pearson,159.9711005410008,5146.906249160766,BRCA2
AMPL253577,True,0.0010478850249614076,0.46634477642472527,-6.167834227548105,1.0,pearson,154.14335620819116,3658.005259210763,BRCA2
AMPL253580,True,0.000823954166861535,0.7806222574532872,-6.408248471782715,1.0,pearson,149.84126493227615,5020.596681620911,BRCA2
AMPL253581,True,0.0007584677696139176,0.5358238301354494,-6.491063071787624,1.0,pearson,155.78877656081863,4212.660869854297,BRCA2
AMPL253583,True,0.001955038298799931,0.3806532165710883,-5.544198314997755,1.0,pearson,146.7026540066981,2067.621047685627,BRCA2
AMPL253584,True,0.0001917564869180132,0.704156131456499,-7.866137107648284,1.0,pearson,161.73788975255633,5831.927861290851,BRCA2
AMPL253585,True,0.0001952040427228896,0.9576460691176664,-7.848317992969259,1.0,pearson,160.02565169733268,7414.634075455174,BRCA2
AMPL253586,True,0.0008447745562504401,0.6600380805795945,-6.383293582980653,1.0,pearson,151.2325968662136,4442.094066747814,BRCA2
AMPL253587,True,0.0003688963117532266,0.764180907409951,-7.211847770809861,1.0,pearson,156.92237040548687,6092.805091343768,BRCA2
AMPL253588,True,0.0001661070310636818,0.7876049102363314,-8.009731031375853,1.0,pearson,163.338735187708,6313.133106162242,BRCA2
AMPL253589,True,0.00029382406673463424,0.7391055924741508,-7.43938220165308,1.0,pearson,158.96563229705154,6485.665950318025,RB1
AMPL253609,True,0.00042318716223191,6.343653211556435,-7.074548832311115,1.0,pearson,135.14043233805387,9564.945633660474,SMAD6
AMPL253610,True,3.1307484089349055e-05,11.256679356041317,-9.678506200154139,1.0,pearson,319.23164069159964,26110.48900752677,SMAD6
AMPL253619,True,0.0014217577156986406,0.45004541780513874,-5.862714164329637,1.0,pearson,150.39871697597653,2879.197877448571,IDH2
AMPL253624,True,0.0003681005866623109,1.0487998725646595,-7.214007143262648,1.0,pearson,159.26112314208808,5633.369239616299,CREBBP
AMPL253628,True,0.0005591506131066793,0.5405527848189164,-6.79594450743305,1.0,pearson,157.33280887054815,4862.938967666733,CREBBP
AMPL253635,True,1.431350306749943e-05,4.315071557573455,-10.461160015226854,1.0,pearson,284.66377018441625,16324.412884707703,CDH1
AMPL253636,True,0.0007274582412034638,0.6974150815793406,-6.5328067804137575,1.0,pearson,152.28376901208765,4971.6901124018095,CDH1
AMPL253641,True,0.001086919421539495,0.6167856822330711,-6.131260622249322,1.0,pearson,147.8507035619125,3755.2884893864407,TP53
AMPL253650,True,0.0021791212774015007,0.42191611603730494,-5.43568638664207,1.0,pearson,141.41326928536992,2049.414233219499,MAP2K4
AMPL253654,True,0.0002690855437661833,1.1012333004417179,-7.527334041790123,1.0,pearson,156.75768813289005,8262.334270557027,NCOR1
AMPL253656,True,0.0005786779686176497,0.750242004082159,-6.761617240021587,1.0,pearson,154.117591886105,5706.344372474732,NF1
AMPL253672,True,0.0014598393244633768,2.1007675200036333,-5.836281720495497,1.0,pearson,114.9619434427757,2500.057119369115,RNF43
AMPL253673,False,2.4833746754938546e-05,1.1131861182984942e-17,-9.910159892975624,1.0,pearson,392.6335564718807,148717.49270549204,RNF43
AMPL253674,True,0.00010986526753560717,0.9012146196599066,-8.423108602927611,1.0,pearson,172.15792508933123,5772.797666046572,RNF43
AMPL253679,True,0.000508077560039178,0.5102299032682631,-6.891729264237354,1.0,pearson,158.89266045196658,4508.313656641324,RNF43
AMPL253681,True,2.2653813351978113e-05,2.555575709532776,-10.002035179735492,1.0,pearson,246.56879491322402,12910.872586956439,AXIN2
AMPL253689,True,0.0001302033261339178,1.3910384608784587,-8.253266101612708,1.0,pearson,170.39278303616894,8001.389083748156,SMAD7
AMPL253690,True,0.00020058448459316767,0.7641032357720186,-7.8211278498669365,1.0,pearson,162.83010811768725,5376.566036285437,SMAD7
AMPL253691,False,6.039008937974794e-08,0.0,-15.92929364802556,1.0,pearson,3217.9447743914766,289905.71468101954,SMAD7
AMPL253703,True,1.0772154434419611e-05,496.33574143914365,-10.745398865905349,1.0,pearson,754.6086823910548,389081.14595557464,STK11
AMPL253710,True,0.0008084353334938384,1.5693332579223285,-6.427262684896036,1.0,pearson,149.33138918457684,4521.280770330124,SMARCA4
AMPL253712,True,0.0004461494290091691,0.891425726648929,-7.021709438877055,1.0,pearson,159.04044535981205,5256.597487731882,SMARCA4
AMPL253718,True,0.0013906075545448556,4.107713681056472,-5.88486735717481,1.0,pearson,120.55526511362518,1054.4144631846823,AKT2
AMPL253722,True,0.002020069295334808,0.4073734481664735,-5.511476282976276,1.0,pearson,144.43077254967798,2052.7998602286834,ARHGAP35
AMPL253746,True,3.409314843400637e-05,5.211971474393924,-9.593266938992091,1.0,pearson,259.4737244314474,17425.039007540436,GNAS
AMPL253748,True,0.00024670921520009544,0.674607865009112,-7.614153000695171,1.0,pearson,159.89470823425162,6129.147489884371,GNAS
AMPL253754,True,0.0018685382016734025,0.9870339820598892,-5.58945168358562,1.0,pearson,122.27014987335515,2365.128361268403,EP300
AMPL253761,True,0.0001549283223683593,1.1945835256478057,-8.079400803774904,1.0,pearson,167.7208487940217,8421.31336470706,KDM6A
AMPL253763,True,0.00012541636745869335,1.4941341095008276,-8.290724235723614,1.0,pearson,175.99333941417336,7825.696337022895,RBM10
AMPL253764,True,0.0008510382350049898,1.2316479490718808,-6.375906320339679,1.0,pearson,146.66657802479585,4481.315602893906,RBM10
AMPL253765,True,6.585154980000472e-05,1.8343259059373682,-8.9349604141844,1.0,pearson,182.73182751591514,8646.672044715808,RBM10
AMPL253766,True,0.00043510746256102405,2.498834133260134,-7.046770336454922,1.0,pearson,166.64799454511973,6429.83129858281,RBM10
AMPL253768,True,0.00041738437360719523,0.9190872268078938,-7.088355820914842,1.0,pearson,156.58950779487856,5768.910660354174,ELK1
AMPL253773,True,0.001616525999070287,0.8851386320592393,-5.734328696810935,1.0,pearson,136.7224386135596,2571.086073427203,MED12
AMPL253924,True,0.0006319309919440249,0.5458619942337051,-6.673583179181115,1.0,pearson,156.461758777317,4629.219413117304,BMPR1B
AMPL254204,True,0.0004339928930400443,0.6237379891480203,-7.049335218921772,1.0,pearson,157.02742222818696,4647.284738621694,SMAD3
AMPL254272,True,0.000349182211769198,0.763494181059516,-7.266769494687115,1.0,pearson,156.17354830718548,5533.330127341816,SMAD2
AMPL257559,True,0.00035188274677008905,7.332146405474238,-7.259065363065074,1.0,pearson,187.80469503551396,7614.6461907806,GATA6
AMPL257560,True,1.0293273355125425e-05,16.620986048457322,-10.790872767831276,1.0,pearson,420.9477063392588,46406.530494485465,GATA6
AMPL257561,True,1.4650634142028464e-06,27.58069592079955,-12.740464849726829,1.0,pearson,803.8543249782006,78033.1231456257,GATA6
AMPL257565,True,0.0014116468065618365,0.49243847746098796,-5.869851127636484,1.0,pearson,148.23407880161386,3237.384653878188,RPL22
AMPL257566,True,0.0003751348957411319,0.8705329939480555,-7.195077694142005,1.0,pearson,158.25413518206244,6117.765229151219,MTOR
AMPL257567,True,0.0008099509036855857,0.5758369184784563,-6.425389744308715,1.0,pearson,154.80917020678658,4317.06773494694,MTOR
AMPL257571,True,0.0033239153609919176,0.5685977841829094,-5.013464684751999,1.0,pearson,115.46588239531495,939.7471018776633,ARID1A
AMPL257574,True,0.0009722618073429133,0.39448399522998256,-6.242738260093628,1.0,pearson,157.5973381168591,3443.2332303853623,PIK3R3
AMPL257576,True,0.00252468201809178,0.38878947735316993,-5.288492977054147,1.0,pearson,138.36828415216254,1749.1998854954788,CLK2
AMPL257577,True,0.00036095499983262313,0.7285336356808245,-7.233610081044689,1.0,pearson,155.35691000732604,5923.945093739407,NUF2
AMPL257578,True,0.00018765464291593754,0.8434022903783799,-7.887760109704994,1.0,pearson,163.9974539992246,5873.427339958778,DNMT3A
AMPL257586,True,0.0007973881305462673,0.4243309915863344,-6.441021827761906,1.0,pearson,156.9612158873032,3805.8445955007555,IDH1
AMPL257588,True,0.00014410462963660722,4.153028634007905,-8.151823746971798,1.0,pearson,184.67411825001258,14132.618111231519,KIF1A
AMPL257594,True,5.432193291391491e-05,0.9399272457597484,-9.12743531095202,1.0,pearson,184.09381099572508,6989.207401241094,TOPBP1
AMPL257595,True,0.0005964640104858789,0.752214610639836,-6.731344472161193,1.0,pearson,153.12566657911142,4564.24773816331,ATR
AMPL257597,True,1.1784950991173675e-05,3.9628469670921023,-10.655539999601574,1.0,pearson,281.3874347154036,25778.585521642723,POLN
AMPL257600,True,0.0010103635042068516,0.5110209037743652,-6.20429792716405,1.0,pearson,153.39383552267392,3831.3858523213,LEF1
AMPL257602,True,0.000570710058853432,0.6800654798417347,-6.775482074551018,1.0,pearson,153.32314136411298,5476.6180037592985,PAPD7
AMPL257603,True,0.0001008828160468432,0.8491456919743215,-8.508403771319243,1.0,pearson,169.239847956016,6992.762162223491,NIPBL
AMPL257605,True,0.00011741793638851414,10.379070263718999,-8.356623701539364,1.0,pearson,249.914933032512,21001.461092866302,MSH3
AMPL257606,True,0.00037558180750827704,0.6340307341330598,-7.193887067057232,1.0,pearson,156.37362450140685,4914.148650030961,CHD1
AMPL257608,True,0.0005006761651387658,1.2632247294590881,-6.906403862279651,1.0,pearson,149.0821405729598,5449.747695732425,RREB1
AMPL257609,True,0.0007680554219038904,0.5823896046690813,-6.478501482922991,1.0,pearson,154.29422364676114,4431.2772037174245,MSH5
AMPL257611,True,7.199679292709949e-05,0.9900414986974646,-8.845741802059502,1.0,pearson,175.92122919077784,7314.065932123895,TTK
AMPL257612,True,0.00017584166810906738,1.5276257349719742,-7.95277940027748,1.0,pearson,165.94830648658964,9113.78321130628,ASCC3
AMPL257613,True,0.001339366749345349,0.5004825488935365,-5.922411171273595,1.0,pearson,149.51525231789165,3078.3811152151434,REV3L
AMPL257614,True,0.0007936896572649944,0.4050102194381483,-6.445670852430586,1.0,pearson,158.29051810053147,3463.717034959831,ARID1B
AMPL257617,True,0.0008017498003978783,0.5876288904751804,-6.435566787789152,1.0,pearson,152.88195505515114,4315.170058063372,KMT2E
AMPL257618,True,0.0007333438901028205,0.4898887841104414,-6.524748631234892,1.0,pearson,156.97690567525552,4146.738293169838,KEL
AMPL257621,True,0.0012340411255625096,0.5611576113966895,-6.00431384645826,1.0,pearson,148.3604844099165,3175.6107208644903,KMT2C
AMPL257623,True,0.00046421441761961105,0.5014064345945668,-6.982016824977786,1.0,pearson,157.80439209033585,4402.441056766849,PAXIP1
AMPL257624,True,0.0002105695798350425,1.09994504628812,-7.772547233365389,1.0,pearson,160.12584997197146,7500.3089059892745,WRN
AMPL257628,True,0.0031474434687518544,0.48443746892428974,-5.068017572329614,1.0,pearson,125.24608950516165,1095.7123244492589,PRKDC
AMPL257629,True,0.000994513713249884,0.5815076089998915,-6.220109490115492,1.0,pearson,151.59151541873695,4093.978516358185,LYN
AMPL257630,True,0.00022071495837126977,0.7054102712121246,-7.725491289495619,1.0,pearson,160.38010532667093,5960.639512946409,PREX2
AMPL257631,True,0.00022726195278851362,0.7858550303918487,-7.696260048200729,1.0,pearson,160.20054375216043,6438.538788271127,PRDM14
AMPL257633,True,0.001636160513673184,1.5650908481938695,-5.722255751562284,1.0,pearson,125.56586131196808,1997.5513224544454,SPTAN1
AMPL257635,True,0.00029700316101975905,0.7714761786168544,-7.428620595494095,1.0,pearson,157.47459560178294,6208.710818622233,PTEN
AMPL257636,True,0.0002544756814291928,0.6320659816950884,-7.583158100285081,1.0,pearson,159.16875830373098,5600.977263678583,PTEN
AMPL257637,True,0.000646694697102969,0.6312320264776766,-6.650489068918958,1.0,pearson,157.47221588446442,4431.466461578525,MGMT
AMPL257638,True,0.000575092311474876,0.5540366573785216,-6.767832807796981,1.0,pearson,157.1381275806998,4231.011811700632,RRM1
AMPL257639,True,0.0004774163858336186,0.4032654362577245,-6.953974341018621,1.0,pearson,160.21649181237282,4041.555119671889,MARK2
AMPL257645,True,0.001338110674834684,0.7453090562848267,-5.923349423519135,1.0,pearson,138.2605938295913,3281.832048975258,KAT5
AMPL257654,True,0.00034190718963658813,0.7212332471744531,-7.287824052502286,1.0,pearson,157.77328032336146,6011.475136480518,INPPL1
AMPL257655,True,0.0004107672960995034,0.7746463532241282,-7.104336512792839,1.0,pearson,156.2318052324952,5824.249293977452,MRE11A
AMPL257659,True,0.0005069211318633162,0.4747978418821828,-6.894007944368615,1.0,pearson,159.01131634627671,4462.76178367229,ATM
AMPL257660,True,0.0003327404588613035,0.6108470467991943,-7.315000594135084,1.0,pearson,159.29654063183852,5745.190619564585,ATM
AMPL257664,True,0.0002382526713332003,0.5735960458132413,-7.649031622621436,1.0,pearson,160.54331887755848,5237.837863966342,ATF7IP
AMPL257667,True,0.00030230493556899357,0.39514096177058877,-7.41092714902711,1.0,pearson,160.15820695257358,4130.18237607363,ERBB3
AMPL257668,True,0.0002332786972395554,0.5487307558528064,-7.670129513135143,1.0,pearson,161.61974224214694,5390.32998539377,RFC5
AMPL257674,True,0.0004483152903116609,0.6402109901557073,-7.016866619504342,1.0,pearson,156.29083388059092,5773.35942272903,PARP2
AMPL257675,True,0.0004139231696078536,4.170547302307829,-7.096683001458594,1.0,pearson,178.15620079780993,5551.743003879242,NKX2
AMPL257676,True,0.002138941740923753,0.4673123001115568,-5.454296905287632,1.0,pearson,139.14495462471913,1832.0430192742604,MLH3
AMPL257678,True,0.0004286834452868782,0.523949513313333,-7.061644620625144,1.0,pearson,159.43269973238472,4451.4163062686775,MAP2K1
AMPL257680,True,1.9719558646676043e-05,1.7850184039339807,-10.140752409480498,1.0,pearson,233.72511144670486,9366.82970777818,MPG
AMPL257681,True,0.0012169754509441365,0.3810642008205499,-6.018239456399929,1.0,pearson,155.36591074464664,2942.538343137659,SLX4
AMPL257683,True,0.0017611997208338362,0.5320454457715788,-5.648612862031807,1.0,pearson,142.60005928168596,2435.637905026743,FANCA
AMPL257685,True,0.00042417753120101723,0.6512981423039227,-7.07221130414235,1.0,pearson,158.4394452662672,4974.335428763218,CHD3
AMPL257686,True,0.0002617657188305628,0.7881052837562524,-7.554913476617956,1.0,pearson,160.31673342880535,6146.4418471689505,PER1
AMPL257687,True,0.0005537863237635698,0.6379341673428385,-6.805584462235005,1.0,pearson,154.20055176228715,5217.998968316334,MAP2K4
AMPL257688,True,0.0003270781596616219,0.49629905339345354,-7.332164214695961,1.0,pearson,159.93154725312132,4594.3700259603165,MAP2K4
AMPL257689,True,0.000821801843309921,0.37246006731368075,-6.410864077942299,1.0,pearson,159.03042255967134,3719.765468818776,MAP2K4
AMPL257692,True,0.0018732453289795853,0.8699387722130213,-5.586935701701208,1.0,pearson,124.88606761689529,2425.8713432910617,ERBB2
AMPL257693,True,2.8200813261862047e-05,4.3344673421718705,-9.783012560802977,1.0,pearson,248.16059659770238,19371.78560259994,RARA
AMPL257694,True,0.00022254555707505166,1.0294619350313507,-7.71723154585753,1.0,pearson,158.74309010799675,7727.430902328142,BRCA1
AMPL257695,True,0.0006068919924658529,0.4164761457936027,-6.7140125388069976,1.0,pearson,159.38989172148572,4000.74793766974,KANSL1
AMPL257699,True,0.0003807284627101762,0.5142553905715929,-7.180276952665118,1.0,pearson,160.34110165794579,5035.910063128235,RNF43
AMPL257708,True,0.00032761200497054185,0.7953533341602141,-7.330533380887609,1.0,pearson,160.2939330557421,5895.214017328991,DNMT1
AMPL257713,True,1.2695685645184713e-05,2.391268551265675,-10.58110115463289,1.0,pearson,274.98752131423043,12985.86998094691,ARHGAP35
AMPL257714,True,0.001725684218884454,1.0458621846033223,-5.668984477954472,1.0,pearson,127.16929003403126,2438.8579332019085,POLD1
AMPL257717,True,0.000706951373926176,0.5067976589709642,-6.561401491912429,1.0,pearson,157.00726764056336,4231.900980890746,DNMT3B
AMPL257718,True,0.001126687238328698,0.38512576906137796,-6.09532641889044,1.0,pearson,155.90561630210135,2902.2752477796857,DNMT3B
AMPL257719,True,0.0010308425217162773,0.581054304520076,-6.18423164829699,1.0,pearson,151.3066561018338,3600.3119066436834,NFATC2
AMPL257721,True,0.00032852179042543243,0.8184895175767491,-7.327760208573268,1.0,pearson,156.50510374353286,6250.003244772087,AURKA
AMPL257723,True,0.0004956209273812742,0.801038369910505,-6.916552002186381,1.0,pearson,155.8796047044228,4586.536774323936,RTEL1
AMPL257724,True,0.0005830623030700609,0.5890017300851821,-6.7540693304342,1.0,pearson,154.8970232400569,4950.185389686724,SCAF4
AMPL257733,True,0.0013538871604982599,0.9429506204796103,-5.9116282652939285,1.0,pearson,138.5965531991343,2880.99655640781,KDM5C
AMPL257734,True,9.870608684730291e-05,1.2078478600724767,-8.53021676268098,1.0,pearson,174.09944793668163,8145.674616890346,SMARCA1
AMPL257753,True,0.00016617732397458207,0.2887783984641072,-8.009307942470926,1.0,pearson,162.57033528738444,3845.5930581539974,ARID1A
AMPL257777,True,0.00010053472678660363,0.5680697946139746,-8.511860169425242,1.0,pearson,167.19484583779433,5636.87388664462,CLK2
AMPL257792,True,0.00021240494600572977,0.43378273206293944,-7.763868802028336,1.0,pearson,161.12921566784613,4195.036871135957,MSH2
AMPL257918,True,0.0025833390620807555,4.664708835567266,-5.265525326147857,1.0,pearson,66.14934424042539,508.59913592408697,RREB1
AMPL257985,True,0.001642215937558747,4.684615692025159,-5.718561587172016,1.0,pearson,97.16717219563897,893.8745366139992,MYC
AMPL257986,True,0.00013723517537770241,0.7887834432796794,-8.200667314668404,1.0,pearson,164.00102424975256,4760.0121116662,MYC
AMPL257987,True,0.008212757424134841,0.6496829737316067,-4.108919369698173,1.0,pearson,63.06172277401028,115.47508396728776,MYC
AMPL257988,True,0.001994911178107948,0.2759295624397278,-5.524008571323165,1.0,pearson,150.8969479306845,2068.772913124868,MYC
AMPL2967,True,0.00038410092933177095,1.0390621276236192,-7.171458022550656,1.0,pearson,155.31851001219383,6838.175660379152,TP53
AMPL3836,True,4.184831696861847e-05,1.4414939982623565,-9.388311797081142,1.0,pearson,199.47404924234826,8285.735736113573,CREBBP
AMPL38486,True,0.0008075352522529435,0.6217471281469757,-6.428376667219617,1.0,pearson,153.30296731772353,3954.813866295365,BRCA2
AMPL38584,True,9.442108644236521e-05,0.702337499116936,-8.574598955866842,1.0,pearson,167.85272920504744,6298.505231562736,KRAS
AMPL38586,True,0.00010215817820223587,0.8636780434161174,-8.495840998628442,1.0,pearson,169.27382219136635,7020.68427347907,KRAS
AMPL38587,True,0.0002880521164189684,0.5038004863042129,-7.459221953851546,1.0,pearson,160.33498308887113,5324.153046101633,KRAS
AMPL40482,True,0.00022022038922711988,0.6310433289187437,-7.727734563273711,1.0,pearson,161.57856534495755,5658.418621888475,PIK3CA
AMPL4077,True,0.0001389319142194857,1.0184470957361937,-8.188379390036559,1.0,pearson,168.7322456261801,7581.113705743709,CDKN2A
AMPL41864,True,0.0008657501599957279,0.8442485553263368,-6.3587670093158914,1.0,pearson,145.73251982871494,4786.121273027123,BRCA2
AMPL43318,True,0.00021069855391225118,1.0999127764685521,-7.7719349198723595,1.0,pearson,163.24905523148274,7356.61389445314,KDM6A
AMPL44548,True,0.00048065782820803726,0.5596647283257733,-6.947207736313309,1.0,pearson,156.6007075937876,4714.051373496643,ATM
AMPL44652,True,0.00022907867121344677,0.8013022822485846,-7.6882978904304755,1.0,pearson,159.30281895048478,6642.897332224407,SMAD4
AMPL44653,True,0.0006773754624081933,0.5055233969059517,-6.604137660871015,1.0,pearson,155.32982444585613,4097.346888025643,SMAD4
AMPL44654,True,0.0002309336827096061,0.5546061300643412,-7.68023279593734,1.0,pearson,159.47051573921067,5544.652008658982,SMAD4
AMPL44655,True,0.00017726148473435252,0.7985976953870038,-7.944737420103247,1.0,pearson,162.304599502908,6640.928677842158,SMAD4
AMPL44659,True,5.569449492160775e-05,0.8319850539780521,-9.102482069797048,1.0,pearson,182.8316951130014,6803.976586527737,SMAD4
AMPL44712,True,0.00033544056813566086,0.5267013667187925,-7.306918580840475,1.0,pearson,158.03372871005715,4530.131665956702,FLT3
AMPL51946,True,0.000617466970377725,0.573625119976407,-6.69673779959964,1.0,pearson,157.10199886736743,4596.273490168629,RB1
AMPL52291,True,0.00027452931912081763,1.1416508506298717,-7.507305312975132,1.0,pearson,157.6924274352142,7298.475926049007,KDR
AMPL591,True,0.00044355519414858007,0.8292108163060347,-7.027541132104811,1.0,pearson,152.81324833923037,6338.84828116297,TP53
AMPL59152,True,0.0005915967495797289,0.49945168548135094,-6.739538140869916,1.0,pearson,157.49733050815755,4475.643315279333,TGFBR2
AMPL59620,True,0.0004821100437199943,0.8435069514770857,-6.944190982938668,1.0,pearson,155.37336867400953,5757.565935211029,MSH2
AMPL59786,True,0.0023617137817450676,0.2584514525154821,-5.355220564219315,1.0,pearson,148.16132244275676,1500.2101830571116,BMPR1A
AMPL61654,True,0.0005864736031058104,0.7004743182324005,-6.7482357178158905,1.0,pearson,153.16037473298195,5407.7933448888225,CTNNA2
AMPL84512,True,0.0002787238901655486,1.1743121820736089,-7.492141726584619,1.0,pearson,155.2808346196265,7816.003782051146,SMAD2
AMPL8463,True,2.171698603717369e-05,1.1593750079387102,-10.04426865636995,1.0,pearson,225.39954932750703,8341.883051173394,ACVR2A
AMPL84671,True,7.288336930642213e-05,0.773073337466203,-8.83350289464278,1.0,pearson,173.98922873845908,6734.564413136109,SMAD2
AMPL91658,True,0.0002539920053816772,0.5947907464743963,-7.585060585756423,1.0,pearson,161.02210465834003,5485.156895276906,ATM
AMPL9336,True,0.0007915336457412571,0.7658721438349446,-6.448390990153816,1.0,pearson,149.478332266257,4677.457780035813,TP53
AMPL93537,True,0.0007299356754345265,0.5844020625511788,-6.529406962987435,1.0,pearson,154.45144189591497,3924.139422590128,INSRR
AMPL93658,True,0.000706392347272131,0.4616018790276385,-6.562192561593234,1.0,pearson,157.43427178185016,4108.465679652211,KMT2A
