amplicon,converged,amplicon_factor,alpha,beta_zero,beta_one,method,mean,variance
AMPL253279,True,0.0001463248293862,0.8600171623433053,-8.136534368219863,1.0,pearson,222.15652609965335,19686.41300278397
AMPL244828,True,0.0005522260401313,0.6268388207888811,-6.808405921955106,1.0,pearson,207.2504019738112,13409.066491468902
AMPL244829,True,0.0002955406850795,0.5921769646513879,-7.433556867871082,1.0,pearson,214.1600808185389,16143.303220983988
AMPL244830,True,0.0005423012675669,0.6451855059222318,-6.826541686169321,1.0,pearson,206.56718246177743,13464.86163080644
AMPL253283,True,0.0019608991681454,0.3845670662460285,-5.541204971119721,1.0,pearson,178.92905775425078,3750.588444626205
AMPL257586,True,0.001205270889974,0.4108900586166665,-6.027903751786679,1.0,pearson,197.13813447816065,7372.529558140555
AMPL239235,True,0.0014797486818719,0.4770655766298248,-5.822735834611414,1.0,pearson,185.07705009925888,5525.116614762298
AMPL250249,True,0.0006971925315474,0.5030492823146128,-6.575301775882094,1.0,pearson,205.07057937590983,10509.639281816682
AMPL250251,True,0.0001732460079023,2.508047116013296,-7.9676507820102,1.0,pearson,221.2819606482387,26154.724212108595
AMPL257588,True,0.0002719913469347,2.0067218576510863,-7.516593124354242,1.0,pearson,204.33261291072495,19098.45923807585
AMPL253289,True,3.896167320981865e-05,4.559046601858931,-9.459784952688256,1.0,pearson,300.9060709006112,48464.08408265708
AMPL250253,True,0.0007019887585176,0.5168085698271481,-6.56844598701442,1.0,pearson,206.20556639404484,11425.102744018255
AMPL251135,True,0.000501757536659,0.5583685221036345,-6.904246369095106,1.0,pearson,208.31531968195463,12555.315590465598
AMPL253292,True,0.0008903857660793,0.6470599106900256,-6.3307085635553015,1.0,pearson,194.064087296758,9109.534739463024
AMPL165734,True,4.964637677751111e-05,4.712540173908903,-9.217437964852689,1.0,pearson,306.33359735219483,51058.37982057227
AMPL165735,True,0.0005227182327935,0.5810724365126746,-6.863320810347115,1.0,pearson,205.927268045692,12096.353843830202
AMPL253295,True,0.000526898300092,0.704559331531347,-6.855355826438195,1.0,pearson,204.1777325661908,13180.589696989751
AMPL59152,True,0.0017122690489055,0.2649388605687253,-5.676788678315583,1.0,pearson,197.39167041257232,6032.112890762488
AMPL253297,True,0.0019662255170531,0.2816758372066155,-5.538492374703438,1.0,pearson,188.35136120307413,4029.2697270713647
AMPL249250,True,0.0012643345811531,0.4911347538404933,-5.980062137445042,1.0,pearson,187.65575306508487,5540.8232923039
AMPL249251,True,0.0029440019443689,0.3594884028250565,-5.134838237104363,1.0,pearson,159.01302770392928,1829.1202890781476
AMPL253300,True,0.000920767676585,0.3136425874331983,-6.29715562423459,1.0,pearson,209.83765882330573,9810.79963935469
AMPL165742,True,0.0016055137272821,0.2630032628160656,-5.741164313751129,1.0,pearson,199.8006186210811,6521.635618940059
AMPL165743,True,0.0028584271633321,0.2993217495156817,-5.164336567755358,1.0,pearson,168.19012675481022,2909.970083152165
AMPL165744,True,0.0001008980233518,1.5133537461929536,-8.50825304040624,1.0,pearson,238.147361641049,24889.18479456273
AMPL250255,True,0.0018679620086833,0.4040080393424226,-5.589760096786289,1.0,pearson,178.86207676735972,3471.9852161386584
AMPL251137,True,0.0009632619943269,0.5384618301837037,-6.252037942039963,1.0,pearson,197.15086528628655,8772.867461184678
AMPL244843,True,0.0009552678347258,0.3615234884740012,-6.260371621033474,1.0,pearson,206.20830998713885,8900.406678867068
AMPL248805,True,0.0002526522199761,0.7673284114358694,-7.590349458939952,1.0,pearson,207.32889460316616,13308.109351983192
AMPL248806,True,0.0006363556525436,0.3168050700818226,-6.666605768246771,1.0,pearson,215.6785775516269,12124.62450568503
AMPL248807,True,0.0012076765478579,0.3127147038231953,-6.025909793158966,1.0,pearson,203.60997434061767,7568.353762742537
AMPL251138,True,0.0004088289207624,0.6909243108794806,-7.109066595512155,1.0,pearson,210.8012496592396,15146.810907056304
AMPL253311,True,0.001816106557338,0.4286305488104066,-5.617913143016237,1.0,pearson,178.97520566489982,4020.936412080997
AMPL253312,True,0.0013635036326339,0.4854599630416055,-5.904550510924225,1.0,pearson,188.46486407203764,6229.591783394068
AMPL250256,True,0.0012894959866146,0.349970082870203,-5.960356664445528,1.0,pearson,198.63799721652907,6907.990501946829
AMPL251140,True,0.0004145478944658,0.5961951079872573,-7.095174861938685,1.0,pearson,211.02367355992365,14455.882792651755
AMPL251141,True,0.0014404564780084,0.3519132184181398,-5.849648036450764,1.0,pearson,195.9924799221312,6684.386580209131
AMPL251142,True,8.399242683915704e-05,1.901563587099622,-8.691636739302075,1.0,pearson,213.55036221580508,15127.15516575875
AMPL252824,True,0.000717476312608,0.5410608909152315,-6.546623444102144,1.0,pearson,204.05156550926108,10992.710603521442
AMPL252825,True,0.002336390236771,0.6208386247502122,-5.366000993995831,1.0,pearson,150.50352496864164,2318.3424950082785
AMPL252826,True,0.0004483791955968,0.554775907094801,-7.016724084256807,1.0,pearson,210.8916018644811,13203.582308556664
AMPL252827,True,0.0020422370881773,0.4742821294779596,-5.500562279553989,1.0,pearson,169.36656420058912,3224.818754584689
AMPL121707,True,0.0005376166201209,0.4583791324576231,-6.835217673269645,1.0,pearson,212.8098409838232,12884.922397212316
AMPL248809,True,0.0007825252162542,0.5572365025107547,-6.459837230264257,1.0,pearson,199.59788078303143,9509.212138163668
AMPL251144,True,0.0012466600003799,0.3683564400683158,-5.994140122966978,1.0,pearson,200.73712100303024,8135.621739004412
AMPL250258,True,0.0014289711968062,0.4468124311581118,-5.857653355866354,1.0,pearson,188.2357060295413,5820.65583088569
AMPL250259,True,0.0010193657577072,0.5174225695391917,-6.195427470697027,1.0,pearson,197.51516608626036,9015.286202925898
AMPL257594,True,0.0003162711034484,0.7904435428907884,-7.365763609317076,1.0,pearson,210.87908512523543,17516.325153283517
AMPL250260,True,5.174688972634579e-05,6.960915788721365,-9.175999048971404,1.0,pearson,294.8899968883175,55576.76868858993
AMPL250261,True,0.0027525492672783,0.3582798477637537,-5.202080609865637,1.0,pearson,163.42952787513178,2099.1122017361067
AMPL257595,True,0.0008790798966239,0.7937362495816748,-6.343487588942031,1.0,pearson,188.1105106563352,8220.28177336859
AMPL40482,True,0.0007347420027156,0.4735731511549257,-6.522843956525709,1.0,pearson,205.4353734722637,10396.140583442231
AMPL253331,True,0.0008139955658517,0.5215918373423502,-6.420408458773253,1.0,pearson,201.7399118008068,9917.999766694267
AMPL251151,True,0.0016327009313854,0.8047986411740412,-5.724372441815183,1.0,pearson,159.27813678662332,3530.4276543758897
AMPL251152,True,0.0015151860600716,0.6670108703266456,-5.7990698550731175,1.0,pearson,170.77945657669366,4536.581440319164
AMPL251153,True,0.0001814429755741,1.188247114369935,-7.92142195723028,1.0,pearson,219.2527925700675,19456.714420481014
AMPL250264,True,0.0015091983661223,0.4658894257929801,-5.803029471926475,1.0,pearson,183.71416243247037,4851.41792091665
AMPL257597,True,1.4111415747700727e-05,2.9963955486344,-10.475379280095249,1.0,pearson,346.7497475121561,37679.109085202326
AMPL250265,True,0.0004601133261334,0.486527316398751,-6.990890557103416,1.0,pearson,210.22690394069343,12019.033259482703
AMPL251157,True,0.0008624802425677,0.288426624739547,-6.362551135928976,1.0,pearson,212.23528443166663,9713.052385830371
AMPL13842,True,0.0009863866229558,0.5902861693985778,-6.228314987126431,1.0,pearson,193.2323796214815,8510.360666428427
AMPL251159,True,0.0001372293600808,1.1113061704965597,-8.200709690247626,1.0,pearson,221.8430682831936,20610.07038053021
AMPL52291,True,0.0010067068320953,0.5414597436148253,-6.207923657066971,1.0,pearson,195.41265702550692,8311.41571518973
AMPL250267,True,0.0011460809259003,0.4391677136458333,-6.078259866653919,1.0,pearson,196.9304935272844,7602.692611919168
AMPL244847,True,0.0003243530905978,0.6815593890364307,-7.340530669201596,1.0,pearson,212.1327695304906,15596.762895458653
AMPL253924,True,0.0006679192309573,0.4682905435431317,-6.618196122918569,1.0,pearson,209.2054642568981,11845.91817903793
AMPL253343,True,0.0002822622890621,0.5604349071999627,-7.479526635686844,1.0,pearson,210.322338711372,12407.19113494511
AMPL244850,True,3.4113823753079485e-05,1.4616167363404986,-9.59266068660928,1.0,pearson,265.78678391071173,25796.425858905008
AMPL244851,True,0.001028663675479,0.4084209157079584,-6.186347540983433,1.0,pearson,201.1948230492789,8287.116635534492
AMPL253345,True,0.0002330052178605,0.860951590348638,-7.671302529837884,1.0,pearson,212.24321300990107,17274.077880937548
AMPL244853,True,0.0018796695875341,0.4367131478356066,-5.583512088338008,1.0,pearson,177.37183534668156,4193.185573705172
AMPL253347,True,0.0010023143161182,0.432625406050036,-6.212296456208755,1.0,pearson,198.53893312539967,7302.11295372707
AMPL244854,True,0.0003955529335629,0.840793078122563,-7.142078759549444,1.0,pearson,202.6352627820121,13571.256199223111
AMPL253349,True,0.0016341968563604,0.3732036301059789,-5.723456634112136,1.0,pearson,189.8126735716588,5740.364481404273
AMPL244856,True,0.0004896924993505,0.502830517986471,-6.928585735638824,1.0,pearson,208.29529514423783,11360.185136120572
AMPL244857,True,0.0008952479472842,0.5163991610266883,-6.325262661425128,1.0,pearson,200.13029979356352,9561.898088407735
AMPL250268,True,0.0017884646315383,0.3079230943844813,-5.633250594389572,1.0,pearson,191.62982014623933,5489.22228260363
AMPL257600,True,0.0007308923048806,0.4760807171853636,-6.5280972542526765,1.0,pearson,207.67037298582,11307.26485143164
AMPL251162,True,0.0003766871257852,0.6217682964772422,-7.190948439597232,1.0,pearson,212.0816365576221,14856.949937024838
AMPL177159,True,0.001019081195101,0.3650288308381364,-6.19570666619691,1.0,pearson,205.07746859994288,8958.850164779305
AMPL250270,True,0.0009067147773352,0.4658814721518114,-6.312535444952775,1.0,pearson,201.29320689319096,8635.181476117206
AMPL253357,True,0.0008046944555076,0.4971727958332294,-6.431900730411919,1.0,pearson,200.213712826757,8422.99774379037
AMPL253358,True,0.0003207003719894,1.0205856986560005,-7.351856110776216,1.0,pearson,198.57928110570523,15117.344547093668
AMPL248826,True,0.0015396630194443,0.3406567886414971,-5.783044524483547,1.0,pearson,194.41245639408805,6174.337815118864
AMPL250271,True,0.000120887342737,1.2756031199814226,-8.327504317265268,1.0,pearson,229.78494227534827,25534.23043208121
AMPL257602,True,0.0017126217523518,0.378613956438238,-5.676582713531318,1.0,pearson,186.14544914556384,4838.225488609683
AMPL257603,True,0.0003297300548576,0.7157493042758644,-7.324089073283922,1.0,pearson,213.1848228761771,16956.723556487806
AMPL248830,True,1.7950566710105983e-05,2.980067953797301,-10.234741691374763,1.0,pearson,323.04591776428515,31253.901919866992
AMPL250274,True,0.0003402458248799,0.7964695331320822,-7.292695006690327,1.0,pearson,208.4994766795979,15793.023108551066
AMPL119939,True,0.0003019170153615,0.5325967439124125,-7.412211181360336,1.0,pearson,216.5876634771648,16091.504867886604
AMPL250276,True,0.0008906282949638,0.4105612787901293,-6.330436214345602,1.0,pearson,202.83847428311705,7867.203221526368
AMPL257605,True,0.0001220609433083,8.952390544907786,-8.317842922083118,1.0,pearson,282.8749706444079,42156.03474601347
AMPL251171,True,0.0009284540571158,0.9084185770840818,-6.288842478594173,1.0,pearson,183.1828138830154,8356.490572532124
AMPL251172,True,2.665344209075657e-05,1.5934005371181668,-9.83944507600497,1.0,pearson,283.2791178299966,22983.116807181385
AMPL257606,True,0.0005814768822809,0.5365686674188229,-6.75679216155668,1.0,pearson,206.3083865989852,11534.4605829615
